overall_slope,first_half_slope,second_half_slope,trend_consistency,pressure_drop,drop_rate,min_position,mean,std,range,first_half_mean,second_half_mean,mean_ratio,min_zscore,anomaly_strength,window_id,event_sclk,label
-0.0051897749374920045,-0.007857619577331061,-0.007933259176892834,7.563959956177237e-05,0.6499999999999773,0.011818181818181405,0.9322033898305084,722.9116666666666,0.15013512432324932,0.6700000000000728,722.9760000000002,722.8473333333334,0.9998220318977852,-2.010864475175384,2.6087610639557686,0,668288145,1
-0.006916365657127893,0.0014749721913049246,-0.016540600667430124,0.01801557285873505,0.44000000000005457,0.007457627118644993,1.0,722.7376666666667,0.1729196987686034,0.8400000000000318,722.8383333333333,722.6370000000002,0.99972146837813,-2.056607708063902,3.340664312859493,1,668288356,1
7.00194498383122e-05,-7.119021135939345e-05,-0.0004360400445129538,0.00036484983315356035,0.009999999999990905,0.0011111111111101006,0.15254237288135594,731.2153333333333,0.029181424837653982,0.11000000000001364,731.2126666666668,731.2179999999997,1.0000072938196725,-0.9130268858510027,1.8961833988980676,2,-1,0
-0.0022814670741952217,-0.0005806451613209041,-0.0002669632925683517,0.0003136818687525524,0.4600000000000364,0.010000000000000791,0.7796610169491526,740.0128333333333,0.10198188837022097,0.6000000000000227,740.0563333333334,739.9693333333331,0.9998824413817142,0.1606684416711141,3.9500477954568645,3,-1,0
-0.0006838010558616909,-0.0007719688543019446,-0.0004983314794418462,0.00027363737486009833,0.05000000000006821,0.0011904761904778145,0.711864406779661,740.9618333333333,0.024999444438270922,0.13999999999998636,740.9723333333334,740.9513333333333,0.999971658860857,0.32458169285495836,2.473388298127632,4,-1,0
-0.0012572936926971787,-0.00037819799777395074,0.0017241379310264395,0.00210233592880039,0.12999999999999545,0.0035135135135133905,0.6271186440677966,731.2668333333334,0.04566149605763337,0.19000000000005457,731.2953333333334,731.2383333333332,0.9999220561141279,-0.9104855951349763,1.9016751712165145,5,-1,0
0.0016215615448673918,-0.004938820912138538,0.002838709677400557,0.007777530589539096,0.13999999999998636,0.006363636363635744,0.3728813559322034,733.0196666666667,0.06030386020443941,0.21000000000003638,732.982,733.0573333333335,1.00010277651202,-0.6906639481984945,1.8185679373582244,6,-1,0
-0.0005682133926125777,0.006057842046712732,-0.00039599555062722405,0.006453837597339956,0.03999999999996362,0.0011764705882342241,0.576271186440678,734.1041666666666,0.05936586186990238,0.2400000000000091,734.1296666666666,734.0786666666668,0.9999305299835771,-0.550892958816915,1.5862090383358687,7,-1,0
-0.0031383717699411695,0.005726362625121468,-0.011432703003349982,0.01715906562847145,0.2300000000000182,0.003965517241379624,0.9830508474576272,733.6221666666667,0.09818505770002178,0.4199999999999591,733.6706666666666,733.5736666666667,0.9998677880902058,-0.6322142617298305,2.5682794569116743,8,668363851,1
-0.00401917199223473,-0.004976640711916563,-0.0033770856507338424,0.0015995550611827207,0.2999999999999545,0.005660377358489708,0.8983050847457628,733.3634999999998,0.0742703395261828,0.2999999999999545,733.4230000000002,733.304,0.99983774711183,-0.6525445874580559,2.0667739097337354,9,-1,0
-0.003529313698250641,-0.0016796440489501906,-0.004820912124594502,0.003141268075644312,0.32000000000005,0.00542372881356017,1.0,727.1446666666665,0.07453112697987059,0.36000000000001364,727.1989999999998,727.0903333333334,0.9998505681846834,-1.4517805176490808,3.0144005031238277,10,668370696,1
-0.0029083078633017384,-0.0008565072302644993,-0.00994883203561735,0.009092324805352851,0.2400000000000091,0.004067796610169646,1.0,726.3758333333334,0.1325052409864885,0.6299999999999955,726.4069999999999,726.3446666666666,0.9999141895200166,-1.5635973091543416,2.5344909441557153,11,668373458,1
0.0028732981383644586,0.0036329254727286027,0.004222469410430295,0.0005895439377016924,0.08000000000004093,0.010000000000005116,0.13559322033898305,737.5475000000001,0.12726121430612272,0.5500000000000682,737.5096666666666,737.5853333333332,1.0001025975252753,-0.13157999067219106,1.8662402468428705,12,-1,0
-0.0003378716310131711,-0.0006362625139088084,0.0008676307007494514,0.0015038932146582598,0.38999999999998636,0.043333333333331815,0.15254237288135594,731.8973333333334,0.09934563682193981,0.4500000000000455,731.9046666666667,731.89,0.9999799609603072,-0.849494617950286,2.388965846168574,13,-1,0
-0.0012478466240665343,-0.0009855394883399994,-0.007870967741952837,0.006885428253612838,0.36000000000001364,0.006101694915254468,1.0,733.5595,0.07258156331558308,0.37000000000000455,733.5623333333332,733.5566666666667,0.9999922751395363,-0.6411087792359372,3.575288105489025,14,668450709,1
-0.004716310086138556,-0.0012302558398356225,-0.00703225806453745,0.005802002224701827,0.39000000000010004,0.010000000000002566,0.6610169491525424,733.6479999999999,0.14487695929074423,0.6299999999999955,733.7216666666666,733.5743333333332,0.999799197243278,-0.6411087792359372,2.4020382654606767,15,668451679,1
